year,agency_group,agency_name,agency_num,total_final_levy,major_type,minor_type,cty_total_eav,av,triad_name,agency_count,reassess_year,home_rule_ind,flag_drop,bundled,uniqueid,first2_dig,type,assess_year_av,est_value,r
2008,Lyons Township,TOWN LYONS,020120000,7375958,"c(""MUNICIPALITY/TOWNSHIP"", ""MISCELLANEOUS"")","c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"", ""HEALTH"", ""POLICE"")",3782619894.639013,1576646016.9498944,South,5,1,0,NA,1,Lyons Township_0_1,02,Township,1576646016.9498944,1576646016.9498944,-0.05912711508452606
2009,Lyons Township,TOWN LYONS,020120000,7647548,"c(""MUNICIPALITY/TOWNSHIP"", ""MISCELLANEOUS"")","c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"", ""HEALTH"", ""POLICE"")",3857490870.8240523,1420918124.1544065,South,5,0,0,NA,1,Lyons Township_0_1,02,Township,1576646016.9498944,1483423486.4581385,-0.05912711508452606
2010,Lyons Township,TOWN LYONS,020120000,7857469,"c(""MUNICIPALITY/TOWNSHIP"", ""MISCELLANEOUS"")","c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"", ""HEALTH"", ""POLICE"")",3917769160.3146853,1451184974.747475,South,5,0,0,NA,1,Lyons Township_0_1,02,Township,1576646016.9498944,1395712935.2552392,-0.05912711508452606
2011,Lyons Township,TOWN LYONS,020120000,7860357,"c(""MUNICIPALITY/TOWNSHIP"", ""MISCELLANEOUS"")","c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"", ""HEALTH"", ""POLICE"")",3039364285.3240285,1313188455.9074411,South,5,1,0,NA,1,Lyons Township_0_1,02,Township,1313188455.9074411,1313188455.9074411,-0.01098701304517391
2012,Lyons Township,TOWN LYONS,020120000,7862693,"c(""MUNICIPALITY/TOWNSHIP"", ""MISCELLANEOUS"")","c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"", ""HEALTH"", ""POLICE"")",2873109388.5552306,1303459407.7151818,South,5,0,0,NA,1,Lyons Township_0_1,02,Township,1313188455.9074411,1298760437.2116144,-0.01098701304517391
2013,Lyons Township,TOWN LYONS,020120000,8057754,"c(""MUNICIPALITY/TOWNSHIP"", ""MISCELLANEOUS"")","c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"", ""HEALTH"", ""POLICE"")",2801918004.318211,1300781792.3592381,South,5,0,0,NA,1,Lyons Township_0_1,02,Township,1313188455.9074411,1284490939.3454146,-0.01098701304517391
2014,Lyons Township,TOWN LYONS,020120000,8059714,"c(""MUNICIPALITY/TOWNSHIP"", ""MISCELLANEOUS"")","c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"", ""HEALTH"", ""POLICE"")",2767710741.6840334,1270378220.6384187,South,5,1,0,NA,1,Lyons Township_0_1,02,Township,1270378220.6384187,1270378220.6384187,0.04074303811448843
2015,Lyons Township,TOWN LYONS,020120000,8057129,"c(""MUNICIPALITY/TOWNSHIP"", ""MISCELLANEOUS"")","c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"", ""HEALTH"", ""POLICE"")",2715352983.936705,1260005353.4623518,South,5,0,0,NA,1,Lyons Township_0_1,02,Township,1270378220.6384187,1322137288.9017057,0.04074303811448843
2016,Lyons Township,TOWN LYONS,020120000,8051479,"c(""MUNICIPALITY/TOWNSHIP"", ""MISCELLANEOUS"")","c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"", ""HEALTH"", ""POLICE"")",2803528426.8547974,1249763063.961017,South,5,0,0,NA,1,Lyons Township_0_1,02,Township,1270378220.6384187,1376005178.8560143,0.04074303811448843
2017,Lyons Township,TOWN LYONS,020120000,8302803,"c(""MUNICIPALITY/TOWNSHIP"", ""MISCELLANEOUS"")","c(""TOWNSHIP"", ""INFRA"", ""HEALTH"", ""POLICE"")",3219391456.813492,1432067810.3038788,South,4,1,0,NA,1,Lyons Township_0_1,02,Township,1432067810.3038788,1432067810.3038788,0.00744335805126739
2018,Lyons Township,TOWN LYONS,020120000,8348532,"c(""MUNICIPALITY/TOWNSHIP"", ""MISCELLANEOUS"")","c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"", ""HEALTH"", ""POLICE"")",3185250699.8007464,1409298736.5789595,South,5,0,0,NA,1,Lyons Township_0_1,02,Township,1432067810.3038788,1442727203.769665,0.00744335805126739
2019,Lyons Township,TOWN LYONS,020120000,8206456,"c(""MUNICIPALITY/TOWNSHIP"", ""MISCELLANEOUS"")","c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"", ""HEALTH"", ""POLICE"")",3181965805.139208,1400531550.0685873,South,5,0,0,NA,1,Lyons Township_0_1,02,Township,1432067810.3038788,1453465938.9176264,0.00744335805126739
2020,Lyons Township,TOWN LYONS,020120000,7645175,"c(""MUNICIPALITY/TOWNSHIP"", ""MISCELLANEOUS"")","c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"", ""HEALTH"", ""POLICE"")",3793464005.6,1464284606.316312,South,5,1,0,NA,1,Lyons Township_0_1,02,Township,1464284606.316312,1464284606.316312,0.0781349610019717
2021,Lyons Township,TOWN LYONS,020120000,7756601,"c(""MUNICIPALITY/TOWNSHIP"", ""MISCELLANEOUS"")","c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"", ""HEALTH"", ""POLICE"")",3511058282.788128,1476396049.7567694,South,5,0,0,NA,1,Lyons Township_0_1,02,Township,1464284606.316312,1578696426.9266245,0.0781349610019717
2022,Lyons Township,TOWN LYONS,020120000,7829980,"c(""MUNICIPALITY/TOWNSHIP"", ""MISCELLANEOUS"")","c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"", ""HEALTH"", ""POLICE"")",3456721349.003995,1469125499.272231,South,5,0,0,NA,1,Lyons Township_0_1,02,Township,1464284606.316312,1702047810.6784885,0.0781349610019717
2023,Lyons Township,TOWN LYONS,020120000,7913949,"c(""MUNICIPALITY/TOWNSHIP"", ""MISCELLANEOUS"")","c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"", ""HEALTH"", ""POLICE"")",4394819377.2584915,1835037249.9893434,South,5,1,0,NA,1,Lyons Township_0_1,02,Township,1835037249.9893434,1835037249.9893434,0.0781349610019717
2006,Lyons Township High School 204,LYONS TOWNSHIP HIGH SCHOOL 204,042060000,48616510,SCHOOL,SECONDARY,2934007845.5039225,1083619384.5117161,South,1,0,0,NA,0,Lyons Township High School 204_0_0,04,School,NA,NA,NA
2007,Lyons Township High School 204,LYONS TOWNSHIP HIGH SCHOOL 204,042060000,50340833,SCHOOL,SECONDARY,3113224056.8954854,1094702365.376942,South,1,0,0,NA,0,Lyons Township High School 204_0_0,04,School,NA,NA,NA
2008,Lyons Township High School 204,LYONS TOWNSHIP HIGH SCHOOL 204,042060000,53539466,SCHOOL,SECONDARY,3612649527.665317,1212868303.1173427,South,1,1,0,NA,0,Lyons Township High School 204_0_0,04,School,1212868303.1173427,1212868303.1173427,-0.05227533935876649
2009,Lyons Township High School 204,LYONS TOWNSHIP HIGH SCHOOL 204,042060000,54995755,SCHOOL,SECONDARY,3688514755.1978536,1094482286.934469,South,1,0,0,NA,0,Lyons Township High School 204_0_0,04,School,1212868303.1173427,1149465200.9743924,-0.05227533935876649
2010,Lyons Township High School 204,LYONS TOWNSHIP HIGH SCHOOL 204,042060000,57674522,SCHOOL,SECONDARY,3732978770.2265377,1131205687.9474356,South,1,0,0,NA,0,Lyons Township High School 204_0_0,04,School,1212868303.1173427,1089376517.5123634,-0.05227533935876649
2011,Lyons Township High School 204,LYONS TOWNSHIP HIGH SCHOOL 204,042060000,58946463,SCHOOL,SECONDARY,3066933558.792924,1032428990.3699332,South,1,1,0,NA,0,Lyons Township High School 204_0_0,04,School,1032428990.3699332,1032428990.3699332,-0.008633248799860826
2012,Lyons Township High School 204,LYONS TOWNSHIP HIGH SCHOOL 204,042060000,60856001,SCHOOL,SECONDARY,2858431235.3217473,1018830637.0550853,South,1,0,0,NA,0,Lyons Township High School 204_0_0,04,School,1032428990.3699332,1023515774.0278805,-0.008633248799860826
2013,Lyons Township High School 204,LYONS TOWNSHIP HIGH SCHOOL 204,042060000,62360409,SCHOOL,SECONDARY,2697716257.137913,1013379007.9778795,South,1,0,0,NA,0,Lyons Township High School 204_0_0,04,School,1032428990.3699332,1014679507.7001157,-0.008633248799860826
2014,Lyons Township High School 204,LYONS TOWNSHIP HIGH SCHOOL 204,042060000,63710891,SCHOOL,SECONDARY,2741432487.0912223,1005919527.0580202,South,1,1,0,NA,0,Lyons Township High School 204_0_0,04,School,1005919527.0580202,1005919527.0580202,0.045237971797805976
2015,Lyons Township High School 204,LYONS TOWNSHIP HIGH SCHOOL 204,042060000,64847039,SCHOOL,SECONDARY,2666407853.618421,999215984.1178269,South,1,0,0,NA,0,Lyons Township High School 204_0_0,04,School,1005919527.0580202,1051425286.2539333,0.045237971797805976
2016,Lyons Township High School 204,LYONS TOWNSHIP HIGH SCHOOL 204,042060000,65960208,SCHOOL,SECONDARY,2796108859.686308,997470340.9269078,South,1,0,0,NA,0,Lyons Township High School 204_0_0,04,School,1005919527.0580202,1098989633.7009888,0.045237971797805976
2017,Lyons Township High School 204,LYONS TOWNSHIP HIGH SCHOOL 204,042060000,68099440,SCHOOL,SECONDARY,3403270364.817591,1148705695.7564354,South,1,1,0,NA,0,Lyons Township High School 204_0_0,04,School,1148705695.7564354,1148705695.7564354,0.008969518578500812
2018,Lyons Township High School 204,LYONS TOWNSHIP HIGH SCHOOL 204,042060000,70060990,SCHOOL,SECONDARY,3296987764.705882,1132635186.6109734,South,1,0,0,NA,0,Lyons Township High School 204_0_0,04,School,1148705695.7564354,1159009032.8357525,0.008969518578500812
2019,Lyons Township High School 204,LYONS TOWNSHIP HIGH SCHOOL 204,042060000,72150307,SCHOOL,SECONDARY,3308129619.4406238,1134475178.1346447,South,1,0,0,NA,0,Lyons Township High School 204_0_0,04,School,1148705695.7564354,1169404785.888423,0.008969518578500812
2020,Lyons Township High School 204,LYONS TOWNSHIP HIGH SCHOOL 204,042060000,74620150,SCHOOL,SECONDARY,3803269622.833843,1179893783.841237,South,1,1,0,NA,0,Lyons Township High School 204_0_0,04,School,1179893783.841237,1179893783.841237,0.07962957442633756
2021,Lyons Township High School 204,LYONS TOWNSHIP HIGH SCHOOL 204,042060000,76726246,SCHOOL,SECONDARY,3513106501.8315015,1169982516.3457894,South,1,0,0,NA,0,Lyons Township High School 204_0_0,04,School,1179893783.841237,1273848223.716796,0.07962957442633756
2022,Lyons Township High School 204,LYONS TOWNSHIP HIGH SCHOOL 204,042060000,81445306,SCHOOL,SECONDARY,3452535226.7910132,1180878758.6930988,South,1,0,0,NA,0,Lyons Township High School 204_0_0,04,School,1179893783.841237,1375284215.6551104,0.07962957442633756
2023,Lyons Township High School 204,LYONS TOWNSHIP HIGH SCHOOL 204,042060000,85944233,SCHOOL,SECONDARY,4478594736.842106,1484797512.4629862,South,1,1,0,NA,0,Lyons Township High School 204_0_0,04,School,1484797512.4629862,1484797512.4629862,0.07962957442633756
2006,Maine Township,TOWN MAINE,020130000,5818495,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",4557529343.907715,1697861625.4196713,North,3,0,0,NA,1,Maine Township_0_1,02,Township,NA,NA,NA
2007,Maine Township,TOWN MAINE,020130000,6143099,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",5323806108.597285,1915550963.3304212,North,3,1,0,NA,1,Maine Township_0_1,02,Township,1915550963.3304212,1915550963.3304212,-0.0579176556506843
2008,Maine Township,TOWN MAINE,020130000,6473177,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",5759403213.383839,1941005212.1802187,North,3,0,0,NA,1,Maine Township_0_1,02,Township,1915550963.3304212,1804606742.2549133,-0.0579176556506843
2009,Maine Township,TOWN MAINE,020130000,6588071,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",5609966233.172373,1680272563.7708611,North,3,0,0,NA,1,Maine Township_0_1,02,Township,1915550963.3304212,1700088150.37209,-0.0579176556506843
2010,Maine Township,TOWN MAINE,020130000,6927664,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",5284350927.875244,1601623030.3030305,North,3,1,0,NA,1,Maine Township_0_1,02,Township,1601623030.3030305,1601623030.3030305,-0.043638836883696186
2011,Maine Township,TOWN MAINE,020130000,7200358,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",4804339182.246542,1631704824.9313862,North,3,0,0,NA,1,Maine Township_0_1,02,Township,1601623030.3030305,1531730064.1344655,-0.043638836883696186
2012,Maine Township,TOWN MAINE,020130000,7548732,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",4491959256.383713,1606591875.772265,North,3,0,0,NA,1,Maine Township_0_1,02,Township,1601623030.3030305,1464887145.715848,-0.043638836883696186
2013,Maine Township,TOWN MAINE,020130000,7761082,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",3729495646.8380704,1400961174.5109308,North,3,1,0,NA,1,Maine Township_0_1,02,Township,1400961174.5109308,1400961174.5109308,0.0297088712515845
2014,Maine Township,TOWN MAINE,020130000,7877187,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",3737967782.59691,1381485717.2458389,North,3,0,0,NA,1,Maine Township_0_1,02,Township,1400961174.5109308,1442582149.6729445,0.0297088712515845
2015,Maine Township,TOWN MAINE,020130000,8029838,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",3632185765.09512,1372920028.7705429,North,3,0,0,NA,1,Maine Township_0_1,02,Township,1400961174.5109308,1485439637.0274122,0.0297088712515845
2016,Maine Township,TOWN MAINE,020130000,8171640,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",4258406701.940035,1529570371.95586,North,3,1,0,NA,1,Maine Township_0_1,02,Township,1529570371.95586,1529570371.95586,0.03538861790445824
2017,Maine Township,TOWN MAINE,020130000,7969653,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",4336952832.0802,1470435751.1729167,North,3,0,0,NA,1,Maine Township_0_1,02,Township,1529570371.95586,1583699753.406986,0.03538861790445824
2018,Maine Township,TOWN MAINE,020130000,6466762,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""INFRA"")",4255341956.521739,1460407060.7178118,North,2,0,0,NA,1,Maine Township_0_1,02,Township,1529570371.95586,1639744698.8556905,0.03538861790445824
2019,Maine Township,TOWN MAINE,020130000,4267058,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""INFRA"")",4959621898.227559,1697772997.4643557,North,2,1,0,NA,1,Maine Township_0_1,02,Township,1697772997.4643557,1697772997.4643557,0.052025955672233115
2020,Maine Township,TOWN MAINE,020130000,3763394,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""INFRA"")",4938730471.380471,1522494599.1527863,North,2,0,0,NA,1,Maine Township_0_1,02,Township,1697772997.4643557,1786101260.1719506,0.052025955672233115
2021,Maine Township,TOWN MAINE,020130000,6893616,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",4630362176.245211,1548245689.99012,North,3,0,0,NA,1,Maine Township_0_1,02,Township,1697772997.4643557,1879024885.1597762,0.052025955672233115
2022,Maine Township,TOWN MAINE,020130000,7128203,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",5691430393.310147,1976782950.5421212,North,3,1,0,NA,1,Maine Township_0_1,02,Township,1976782950.5421212,1976782950.5421212,0.052025955672233115
2023,Maine Township,TOWN MAINE,020130000,7403888,MUNICIPALITY/TOWNSHIP,"c(""TOWNSHIP"", ""GEN ASST"", ""INFRA"")",5960973113.183113,1975510333.2499478,North,3,0,0,NA,1,Maine Township_0_1,02,Township,1976782950.5421212,2079626972.7006516,0.052025955672233115
2006,Maine Township High School 207,MAINE TOWNSHIP HIGH SCHOOL 207,042090000,90199290,SCHOOL,SECONDARY,4939720153.340634,1824390660.8585591,North,1,0,0,NA,0,Maine Township High School 207_0_0,04,School,NA,NA,NA
2007,Maine Township High School 207,MAINE TOWNSHIP HIGH SCHOOL 207,042090000,93968699,SCHOOL,SECONDARY,5865711548.064919,2062559002.800703,North,1,1,0,NA,0,Maine Township High School 207_0_0,04,School,2062559002.800703,2062559002.800703,-0.05437572342247621
2008,Maine Township High School 207,MAINE TOWNSHIP HIGH SCHOOL 207,042090000,98773334,SCHOOL,SECONDARY,6263369308.814204,2102789669.2453516,North,1,0,0,NA,0,Maine Township High School 207_0_0,04,School,2062559002.800703,1950405864.9218738,-0.05437572342247621
2009,Maine Township High School 207,MAINE TOWNSHIP HIGH SCHOOL 207,042090000,99427395,SCHOOL,SECONDARY,6148880333.951762,1824539430.2696545,North,1,0,0,NA,0,Maine Township High School 207_0_0,04,School,2062559002.800703,1844351135.0493064,-0.05437572342247621
2010,Maine Township High School 207,MAINE TOWNSHIP HIGH SCHOOL 207,042090000,102561381,SCHOOL,SECONDARY,5755408585.858586,1744063207.8359354,North,1,1,0,NA,0,Maine Township High School 207_0_0,04,School,1744063207.8359354,1744063207.8359354,-0.04653739253036737
2011,Maine Township High School 207,MAINE TOWNSHIP HIGH SCHOOL 207,042090000,104730630,SCHOOL,SECONDARY,5249655639.097744,1767203810.374249,North,1,0,0,NA,0,Maine Township High School 207_0_0,04,School,1744063207.8359354,1662899053.7351027,-0.04653739253036737
2012,Maine Township High School 207,MAINE TOWNSHIP HIGH SCHOOL 207,042090000,107915875,SCHOOL,SECONDARY,4872048532.731377,1736544244.6290905,North,1,0,0,NA,0,Maine Township High School 207_0_0,04,School,1744063207.8359354,1585512067.7330558,-0.04653739253036737
2013,Maine Township High School 207,MAINE TOWNSHIP HIGH SCHOOL 207,042090000,109535222,SCHOOL,SECONDARY,4024367036.5199504,1511726470.275328,North,1,1,0,NA,0,Maine Township High School 207_0_0,04,School,1511726470.275328,1511726470.275328,0.029855950980421042
2014,Maine Township High School 207,MAINE TOWNSHIP HIGH SCHOOL 207,042090000,111550713,SCHOOL,SECONDARY,4072680284.775466,1494397051.6183414,North,1,0,0,NA,0,Maine Township High School 207_0_0,04,School,1511726470.275328,1556860501.667673,0.029855950980421042
2015,Maine Township High School 207,MAINE TOWNSHIP HIGH SCHOOL 207,042090000,114663333,SCHOOL,SECONDARY,3952545087.9007244,1481186092.5241613,North,1,0,0,NA,0,Maine Township High School 207_0_0,04,School,1511726470.275328,1603342052.488817,0.029855950980421042
2016,Maine Township High School 207,MAINE TOWNSHIP HIGH SCHOOL 207,042090000,116040899,SCHOOL,SECONDARY,4628675668.129238,1651211354.2127705,North,1,1,0,NA,0,Maine Township High School 207_0_0,04,School,1651211354.2127705,1651211354.2127705,0.041191016305520245
2017,Maine Township High School 207,MAINE TOWNSHIP HIGH SCHOOL 207,042090000,119164106,SCHOOL,SECONDARY,4711906128.904705,1590409467.3455648,North,1,0,0,NA,0,Maine Township High School 207_0_0,04,School,1651211354.2127705,1719226428.028009,0.041191016305520245
2018,Maine Township High School 207,MAINE TOWNSHIP HIGH SCHOOL 207,042090000,122168750,SCHOOL,SECONDARY,4606664781.297133,1582556866.0198336,North,1,0,0,NA,0,Maine Township High School 207_0_0,04,School,1651211354.2127705,1790043111.857792,0.041191016305520245
2019,Maine Township High School 207,MAINE TOWNSHIP HIGH SCHOOL 207,042090000,138749759,SCHOOL,SECONDARY,5434773168.820994,1863776806.8659103,North,1,1,0,NA,0,Maine Township High School 207_0_0,04,School,1863776806.8659103,1863776806.8659103,0.04468052333211103
2020,Maine Township High School 207,MAINE TOWNSHIP HIGH SCHOOL 207,042090000,142570724,SCHOOL,SECONDARY,5402452595.680182,1676010608.5748534,North,1,0,0,NA,0,Maine Township High School 207_0_0,04,School,1863776806.8659103,1947051329.97093,0.04468052333211103
2021,Maine Township High School 207,MAINE TOWNSHIP HIGH SCHOOL 207,042090000,147146699,SCHOOL,SECONDARY,5072275043.088591,1689238033.4660773,North,1,0,0,NA,0,Maine Township High School 207_0_0,04,School,1863776806.8659103,2034046602.348514,0.04468052333211103
2022,Maine Township High School 207,MAINE TOWNSHIP HIGH SCHOOL 207,042090000,152769175,SCHOOL,SECONDARY,6212654534.363563,2124928869.0233479,North,1,1,0,NA,0,Maine Township High School 207_0_0,04,School,2124928869.0233479,2124928869.0233479,0.04468052333211103
2023,Maine Township High School 207,MAINE TOWNSHIP HIGH SCHOOL 207,042090000,162503657,SCHOOL,SECONDARY,6438338232.963551,2134515211.6711037,North,1,0,0,NA,0,Maine Township High School 207_0_0,04,School,2124928869.0233479,2219871802.934822,0.04468052333211103
2006,Markham,CITY OF MARKHAM,030730000,7224430,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",145667387,53799448.58915646,South,2,0,1,NA,1,Markham_1_1,03,Muni,NA,NA,NA
2007,Markham,CITY OF MARKHAM,030730000,6028961,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",152624075,53667173.599634305,South,2,0,1,NA,1,Markham_1_1,03,Muni,NA,NA,NA
2008,Markham,CITY OF MARKHAM,030730000,7206418,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",174917454,58724721.0098704,South,2,1,1,NA,1,Markham_1_1,03,Muni,58724721.0098704,58724721.0098704,-0.065930301259436
2009,Markham,CITY OF MARKHAM,030730000,8076244,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",175454340,52062057.505711995,South,2,0,1,NA,1,Markham_1_1,03,Muni,58724721.0098704,54852982.46231332,-0.065930301259436
2010,Markham,CITY OF MARKHAM,030730000,8154221,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",174837315,52981004.54545455,South,2,0,1,NA,1,Markham_1_1,03,Muni,58724721.0098704,51236508.80359444,-0.065930301259436
2011,Markham,CITY OF MARKHAM,030730000,9699243,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",142168372,47858470.34269171,South,2,1,1,NA,1,Markham_1_1,03,Muni,47858470.34269171,47858470.34269171,-0.0406863487466288
2012,Markham,CITY OF MARKHAM,030730000,10273674,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",127392372,45406462.7887083,South,2,0,1,NA,1,Markham_1_1,03,Muni,47858470.34269171,45911283.927848764,-0.0406863487466288
2013,Markham,CITY OF MARKHAM,030730000,11259340,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",119216075,44782718.53048345,South,2,0,1,NA,1,Markham_1_1,03,Muni,47858470.34269171,44043321.41855481,-0.0406863487466288
2014,Markham,CITY OF MARKHAM,030730000,11269671,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",115147630,42251359.483359635,South,2,1,1,NA,1,Markham_1_1,03,Muni,42251359.483359635,42251359.483359635,0.00490884389410895
2015,Markham,CITY OF MARKHAM,030730000,10979810,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",112143765,42025019.67397414,South,2,0,1,NA,1,Markham_1_1,03,Muni,42251359.483359635,42458764.811377324,0.00490884389410895
2016,Markham,CITY OF MARKHAM,030730000,12393775,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",116803903,41668059.00399543,South,2,0,1,NA,1,Markham_1_1,03,Muni,42251359.483359635,42667188.25977306,0.00490884389410895
2017,Markham,CITY OF MARKHAM,030730000,12877692,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",127030606,42876634.82634084,South,2,1,1,NA,1,Markham_1_1,03,Muni,42876634.82634084,42876634.82634084,-0.02420123847868194
2018,Markham,CITY OF MARKHAM,030730000,13386630,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",120684689,41459579.16795493,South,2,0,1,NA,1,Markham_1_1,03,Muni,42876634.82634084,41838967.161745206,-0.02420123847868194
2019,Markham,CITY OF MARKHAM,030730000,14192660,MUNICIPALITY/TOWNSHIP,"c(""MUNI"", ""LIBRARY"")",120844136,41441747.5994513,South,2,0,1,NA,1,Markham_1_1,03,Muni,42876634.82634084,40826412.33976207,-0.02420123847868194
