agency_group,year,av,assess_year_av,av_true,rate_smooth,agency_name,agency_num,total_final_levy,major_type,minor_type,cty_total_eav,triad_name,agency_count,reassess_year,home_rule_ind,flag_drop,bundled,uniqueid,first2_dig,type
School District 69,2015,136496720.62956718,134665634.27369368,143596419.6405914,0.06631822153487832,SCHOOL DISTRICT 69,040300000,22468817,SCHOOL,ELEMENTARY,364241499,North,1,0,0,NA,0,School District 69_0_0,04,School
School District 69,2016,153119478.80993152,153119478.80993152,153119478.80993152,0,SCHOOL DISTRICT 69,040300000,24446427,SCHOOL,ELEMENTARY,429224523,North,1,1,0,NA,0,School District 69_0_0,04,School
School District 69,2017,145684368.6502177,153119478.80993152,158537754.68159544,0.035385934655574935,SCHOOL DISTRICT 69,040300000,25059492,SCHOOL,ELEMENTARY,431619079,North,1,0,0,NA,0,School District 69_0_0,04,School
School District 69,2018,145992472.77474323,153119478.80993152,161318373.14444697,0.053545730420704984,SCHOOL DISTRICT 69,040300000,25538691,SCHOOL,ELEMENTARY,424969489,North,1,0,0,NA,0,School District 69_0_0,04,School
School District 69,2019,169956283.26474622,169956283.26474622,169956283.26474622,0,SCHOOL DISTRICT 69,040300000,26313822,SCHOOL,ELEMENTARY,495592522,North,1,1,0,NA,0,School District 69_0_0,04,School
School District 69,2020,152000643.4199913,169956283.26474622,176007988.24754557,0.03560742131182293,SCHOOL DISTRICT 69,040300000,26906531,SCHOOL,ELEMENTARY,489958874,North,1,0,0,NA,0,School District 69_0_0,04,School
School District 69,2021,151433463.54947215,169956283.26474622,179114174.57859302,0.05388380551710026,SCHOOL DISTRICT 69,040300000,26837234,SCHOOL,ELEMENTARY,454709261,North,1,0,0,NA,0,School District 69_0_0,04,School
School District 69,2022,188765527.92694187,188765527.92694187,188765527.92694187,0,SCHOOL DISTRICT 69,040300000,28238801,SCHOOL,ELEMENTARY,551893774,North,1,1,0,NA,0,School District 69_0_0,04,School
School District 69,2023,187457802.27430958,188765527.92694187,NA,NA,SCHOOL DISTRICT 69,040300000,27242735,SCHOOL,ELEMENTARY,565428969,North,1,0,0,NA,0,School District 69_0_0,04,School
School District 70,2006,119710048.38233122,NA,NA,NA,SCHOOL DISTRICT 70,040310000,9223691,SCHOOL,ELEMENTARY,324126927,North,1,0,0,NA,0,School District 70_0_0,04,School
School District 70,2007,137823201.5893667,137823201.5893667,137823201.5893667,0,SCHOOL DISTRICT 70,040310000,9819312,SCHOOL,ELEMENTARY,391955403,North,1,1,0,NA,0,School District 70_0_0,04,School
School District 70,2008,140382668.70341772,137823201.5893667,128944768.94388855,-0.0644189987106144,SCHOOL DISTRICT 70,040310000,10384213,SCHOOL,ELEMENTARY,418143817,North,1,0,0,NA,0,School District 70_0_0,04,School
School District 70,2009,120418474.22925135,137823201.5893667,124722390.2501433,-0.09505519526571604,SCHOOL DISTRICT 70,040310000,10442549,SCHOOL,ELEMENTARY,405822300,North,1,0,0,NA,0,School District 70_0_0,04,School
School District 70,2010,112866879.0909091,112866879.0909091,112866879.0909091,0,SCHOOL DISTRICT 70,040310000,10762581,SCHOOL,ELEMENTARY,372460701,North,1,1,0,NA,0,School District 70_0_0,04,School
School District 70,2011,112917280.34740455,112866879.0909091,108049846.79006784,-0.042678882765610604,SCHOOL DISTRICT 70,040310000,10938995,SCHOOL,ELEMENTARY,335432073,North,1,0,0,NA,0,School District 70_0_0,04,School
School District 70,2012,109393638.0809809,112866879.0909091,105718982.57733974,-0.06333032835799468,SCHOOL DISTRICT 70,040310000,11261010,SCHOOL,ELEMENTARY,306914791,North,1,0,0,NA,0,School District 70_0_0,04,School
School District 70,2013,99023764.69704369,99023764.69704369,99023764.69704369,0,SCHOOL DISTRICT 70,040310000,11467444,SCHOOL,ELEMENTARY,263611164,North,1,1,0,NA,0,School District 70_0_0,04,School
School District 70,2014,98456033.83113787,99023764.69704369,102755566.89628027,0.03768592529938419,SCHOOL DISTRICT 70,040310000,11653743,SCHOOL,ELEMENTARY,268322229,North,1,0,0,NA,0,School District 70_0_0,04,School
School District 70,2015,99001126.47554806,99023764.69704369,104673879.99713631,0.05705817504897692,SCHOOL DISTRICT 70,040310000,11313170,SCHOOL,ELEMENTARY,264184506,North,1,0,0,NA,0,School District 70_0_0,04,School
School District 70,2016,110646380.5650685,110646380.5650685,110646380.5650685,0,SCHOOL DISTRICT 70,040310000,11775307,SCHOOL,ELEMENTARY,310163934,North,1,1,0,NA,0,School District 70_0_0,04,School
School District 70,2017,105723631.82232423,110646380.5650685,115662128.3545264,0.04533133179632798,SCHOOL DISTRICT 70,040310000,12019110,SCHOOL,ELEMENTARY,313227404,North,1,0,0,NA,0,School District 70_0_0,04,School
School District 70,2018,106698719.98351026,110646380.5650685,118254632.71780959,0.06876187105159626,SCHOOL DISTRICT 70,040310000,12290820,SCHOOL,ELEMENTARY,310589304,North,1,0,0,NA,0,School District 70_0_0,04,School
School District 70,2019,126386042.52400549,126386042.52400549,126386042.52400549,0,SCHOOL DISTRICT 70,040310000,12560810,SCHOOL,ELEMENTARY,368541700,North,1,1,0,NA,0,School District 70_0_0,04,School
School District 70,2020,117248776.1369982,126386042.52400549,132235885.44674121,0.04628551385826185,SCHOOL DISTRICT 70,040310000,12884409,SCHOOL,ELEMENTARY,377939705,North,1,0,0,NA,0,School District 70_0_0,04,School
School District 70,2021,114643556.79888101,126386042.52400549,135261573.041467,0.07022555924856744,SCHOOL DISTRICT 70,040310000,13149008,SCHOOL,ELEMENTARY,344240208,North,1,0,0,NA,0,School District 70_0_0,04,School
School District 70,2022,144760392.653145,144760392.653145,144760392.653145,0,SCHOOL DISTRICT 70,040310000,13823753,SCHOOL,ELEMENTARY,423235960,North,1,1,0,NA,0,School District 70_0_0,04,School
School District 70,2023,144094499.22089976,144760392.653145,NA,NA,SCHOOL DISTRICT 70,040310000,14512857,SCHOOL,ELEMENTARY,434632238,North,1,0,0,NA,0,School District 70_0_0,04,School
School District 71,2006,177429566.40567294,NA,NA,NA,SCHOOL DISTRICT 71,040320000,7092834,SCHOOL,ELEMENTARY,480408294,North,1,0,0,NA,0,School District 71_0_0,04,School
School District 71,2007,195609702.5211857,195609702.5211857,195609702.5211857,0,SCHOOL DISTRICT 71,040320000,7370911,SCHOOL,ELEMENTARY,556294433,North,1,1,0,NA,0,School District 71_0_0,04,School
School District 71,2008,197351116.63197476,195609702.5211857,183120200.98717934,-0.06384909016797713,SCHOOL DISTRICT 71,040320000,7799231,SCHOOL,ELEMENTARY,587830036,North,1,0,0,NA,0,School District 71_0_0,04,School
School District 71,2009,157553731.93673778,195609702.5211857,177177752.43403858,-0.09422819957077966,SCHOOL DISTRICT 71,040320000,7881039,SCHOOL,ELEMENTARY,530971832,North,1,0,0,NA,0,School District 71_0_0,04,School
School District 71,2010,160482611.8181818,160482611.8181818,160482611.8181818,0,SCHOOL DISTRICT 71,040320000,7865340,SCHOOL,ELEMENTARY,529592619,North,1,1,0,NA,0,School District 71_0_0,04,School
School District 71,2011,158039851.54514238,160482611.8181818,154617322.4991742,-0.03654781818763431,SCHOOL DISTRICT 71,040320000,7490126,SCHOOL,ELEMENTARY,469473183,North,1,0,0,NA,0,School District 71_0_0,04,School
School District 71,2012,154122014.1859139,160482611.8181818,151765560.6562709,-0.054317729897036204,SCHOOL DISTRICT 71,040320000,7725639,SCHOOL,ELEMENTARY,432404723,North,1,0,0,NA,0,School District 71_0_0,04,School
School District 71,2013,143521999.92487133,143521999.92487133,143521999.92487133,0,SCHOOL DISTRICT 71,040320000,7867463,SCHOOL,ELEMENTARY,382069916,North,1,1,0,NA,0,School District 71_0_0,04,School
School District 71,2014,142478315.41481674,143521999.92487133,146610081.81006017,0.021516435715815962,SCHOOL DISTRICT 71,040320000,7985264,SCHOOL,ELEMENTARY,388296153,North,1,0,0,NA,0,School District 71_0_0,04,School
School District 71,2015,143898357.1294735,143521999.92487133,148178950.80614567,0.03244764484686735,SCHOOL DISTRICT 71,040320000,8128056,SCHOOL,ELEMENTARY,383992766,North,1,0,0,NA,0,School District 71_0_0,04,School
School District 71,2016,152987008.77568492,152987008.77568492,152987008.77568492,0,SCHOOL DISTRICT 71,040320000,8245016,SCHOOL,ELEMENTARY,428853183,North,1,1,0,NA,0,School District 71_0_0,04,School
School District 71,2017,146460618.01734903,152987008.77568492,158278656.75157243,0.034588871422712275,SCHOOL DISTRICT 71,040320000,8447506,SCHOOL,ELEMENTARY,433918873,North,1,0,0,NA,0,School District 71_0_0,04,School
School District 71,2018,147470999.00374454,152987008.77568492,160992727.1544164,0.05232940001114583,SCHOOL DISTRICT 71,040320000,8650999,SCHOOL,ELEMENTARY,429273331,North,1,0,0,NA,0,School District 71_0_0,04,School
School District 71,2019,169417379.97256517,169417379.97256517,169417379.97256517,0,SCHOOL DISTRICT 71,040320000,8903054,SCHOOL,ELEMENTARY,494021080,North,1,1,0,NA,0,School District 71_0_0,04,School
School District 71,2020,172114722.96333066,169417379.97256517,179969133.41787305,0.06228259135524694,SCHOOL DISTRICT 71,040320000,9948607,SCHOOL,ELEMENTARY,554794598,North,1,0,0,NA,0,School District 71_0_0,04,School
School District 71,2021,172029492.4567889,169417379.97256517,185488956.3294,0.09486379944865986,SCHOOL DISTRICT 71,040320000,10334990,SCHOOL,ELEMENTARY,516552957,North,1,0,0,NA,0,School District 71_0_0,04,School
School District 71,2022,203085143.48257345,203085143.48257345,203085143.48257345,0,SCHOOL DISTRICT 71,040320000,11005803,SCHOOL,ELEMENTARY,593760034,North,1,1,0,NA,0,School District 71_0_0,04,School
School District 71,2023,200988152.3721115,203085143.48257345,NA,NA,SCHOOL DISTRICT 71,040320000,11492838,SCHOOL,ELEMENTARY,606240564,North,1,0,0,NA,0,School District 71_0_0,04,School
School District 72,2006,183870561.7521052,NA,NA,NA,SCHOOL DISTRICT 72,040330000,8941059,SCHOOL,ELEMENTARY,497847933,North,1,0,0,NA,0,School District 72_0_0,04,School
School District 72,2007,205703697.38739055,205703697.38739055,205703697.38739055,0,SCHOOL DISTRICT 72,040330000,9279395,SCHOOL,ELEMENTARY,585000745,North,1,1,0,NA,0,School District 72_0_0,04,School
School District 72,2008,208094838.51473847,205703697.38739055,189709974.36646244,-0.0777512666231176,SCHOOL DISTRICT 72,040330000,9638601,SCHOOL,ELEMENTARY,619831286,North,1,0,0,NA,0,School District 72_0_0,04,School
School District 72,2009,172323507.90777722,205703697.38739055,182185663.6948386,-0.11432965956008911,SCHOOL DISTRICT 72,040330000,9664739,SCHOOL,ELEMENTARY,580747454,North,1,0,0,NA,0,School District 72_0_0,04,School
School District 72,2010,161356438.7878788,161356438.7878788,161356438.7878788,0,SCHOOL DISTRICT 72,040330000,10042991,SCHOOL,ELEMENTARY,532476248,North,1,1,0,NA,0,School District 72_0_0,04,School
School District 72,2011,158602597.7916919,161356438.7878788,155885529.03614834,-0.03390574180260997,SCHOOL DISTRICT 72,040330000,9418043,SCHOOL,ELEMENTARY,471144877,North,1,0,0,NA,0,School District 72_0_0,04,School
School District 72,2012,155635932.42087254,161356438.7878788,153220033.04934642,-0.050425045319874795,SCHOOL DISTRICT 72,040330000,9774135,SCHOOL,ELEMENTARY,436652172,North,1,0,0,NA,0,School District 72_0_0,04,School
School District 72,2013,145493905.9389204,145493905.9389204,145493905.9389204,0,SCHOOL DISTRICT 72,040330000,9894540,SCHOOL,ELEMENTARY,387319327,North,1,1,0,NA,0,School District 72_0_0,04,School
School District 72,2014,144374950.64763513,145493905.9389204,148902500.30335248,0.023427746629216317,SCHOOL DISTRICT 72,040330000,9350299,SCHOOL,ELEMENTARY,393465053,North,1,0,0,NA,0,School District 72_0_0,04,School
School District 72,2015,138319344.5756043,145493905.9389204,150636627.45545414,0.03534664550618838,SCHOOL DISTRICT 72,040330000,9491535,SCHOOL,ELEMENTARY,369105171,North,1,0,0,NA,0,School District 72_0_0,04,School
