year,agency_num,agency_name,triad_name,reassess_year
2006,030800001,VILLAGE OF MIDLOTHIAN LIBRARY FUND,South,0
2006,030810000,VILLAGE OF MORTON GROVE,North,0
2006,030810001,VILLAGE OF MORTON GROVE LIBRARY FUND,North,0
2006,030810100,VILLAGE OF MORTON GROVE SPECIAL SERVICE AREA 1,North,0
2006,030820000,VILLAGE OF MT PROSPECT,North,0
2006,030820001,VILLAGE OF MOUNT PROSPECT LIBRARY FUND,North,0
2006,030820002,VILLAGE OF MOUNT PROSPECT BOND,North,0
2006,030820100,MT PROSPECT SPECIAL SERVICE AREA 1,North,0
2006,030820104,VILLAGE MT PROSPECT SPECIAL SERVICE AREA 5,North,0
2006,030820105,VILLAGE OF MOUNT PROSPECT SPECIAL SERVICE AREA 6,North,0
2006,030830000,VILLAGE OF NILES,North,0
2006,030840000,VILLAGE OF NORRIDGE,North,0
2006,030850000,CITY OF NORTH LAKE,North,0
2006,030860000,VILLAGE OF NORTH RIVERSIDE,South,0
2006,030870000,VILLAGE OF NORTHBROOK,North,0
2006,030870001,VILLAGE OF NORTHBROOK LIBRARY FUND,North,0
2006,030870100,VILLAGE OF NORTHBROOK SPECIAL SERVICE AREA 1,North,0
2006,030870101,VILLAGE OF NORTHBROOK SPECIAL SERVICE AREA 2,North,0
2006,030870102,VILLAGE OF NORTHBROOK SPECIAL SERVICE AREA 3,North,0
2006,030870103,VILLAGE OF NORTHBROOK SPECIAL SERVICE AREA 4,North,0
2006,030870104,VILLAGE OF NORTHBROOK SPECIAL SERVICE AREA 5,North,0
2006,030880000,VILLAGE OF NORTHFIELD,North,0
2006,030880101,VILLAGE OF NORTHFIELD SPECIAL SERVICE AREA 4 - 1,North,0
2006,030890000,VILLAGE OF OAK BROOK,South,0
2006,030900000,CITY OF OAK FOREST,South,0
2006,030910000,VILLAGE OF OAK LAWN,South,0
2006,030910001,VILLAGE OF OAK LAWN LIBRARY FUND,South,0
2006,030910100,VILLAGE OAK LAWN SPECIAL SERVICE AREA 1,South,0
2006,030920000,VILLAGE OF OAK PARK,South,0
2006,030920001,VILLAGE OF OAK PARK LIBRARY FUND,South,0
2006,030920100,VILLAGE OF OAK PARK SPECIAL SERVICE AREA 1,South,0
2006,030920101,VILLAGE OF OAK PARK SPECIAL SERVICE AREA 2,South,0
2006,030920102,VILLAGE OF OAK PARK SPECIAL SERVICE AREA 3,South,0
2006,030920103,VILLAGE OF OAK PARK SPECIAL SERVICE AREA 4,South,0
2006,030920104,VILLAGE OF OAK PARK SPECIAL SERVICE AREA 5,South,0
2006,030920105,VILLAGE OF OAK PARK SPECIAL SERVICE AREA 6,South,0
2006,030930000,VILLAGE OF OLYMPIA FIELDS,South,0
2006,030930001,VILLAGE OF OLYMPIA FIELDS LIBRARY FUND,South,0
2006,030930100,VILLAGE OF OLYMPIA FIELDS SPECIAL SERVICE AREA 1,South,0
2006,030940000,VILLAGE OF ORLAND HILLS,South,0
2006,030940100,VILLAGE OF ORLAND HILLS SPECIAL SERVICE AREA 1,South,0
2006,030950000,VILLAGE OF ORLAND PARK,South,0
2006,030950001,VILLAGE OF ORLAND PARK LIBRARY FUND,South,0
2006,030960000,VILLAGE OF PALATINE,North,0
2006,030960101,VILLAGE OF PALATINE SPECIAL SERVICE AREA 2,North,0
2006,030960102,VILLAGE OF PALATINE SPECIAL SERVICE AREA 3,North,0
2006,030970000,CITY OF PALOS HEIGHTS,South,0
2006,030970001,CITY OF PALOS HEIGHTS LIBRARY FUND,South,0
2006,030970100,CITY OF PALOS HEIGHTS SPECIAL SERVICE AREA,South,0
2006,030980000,CITY OF PALOS HILLS,South,0
2006,030990000,VILLAGE OF PALOS PARK,South,0
2006,030990001,VILLAGE OF PALOS PARK LIBRARY FUND,South,0
2006,031000000,VILLAGE OF PARK FOREST,South,0
2006,031000001,VILLAGE OF PARK FOREST LIBRARY FUND,South,0
2006,031010000,CITY OF PARK RIDGE,North,0
2006,031010001,CITY OF PARK RIDGE LIBRARY FUND,North,0
2006,031010100,SPECIAL SERVICE AREA 1 CITY PARK RIDGE,North,0
2006,031010101,SPECIAL SERVICE AREA 2 CITY PARK RIDGE,North,0
2006,031010102,CITY OF PARK RIDGE SPECIAL SERVICE AREA 3,North,0
2006,031010103,SPECIAL SERVICE AREA 9 CITY OF PARK RIDGE,North,0
2006,031010104,SPECIAL SERVICE AREA 10 CITY OF PARK RIDGE,North,0
2006,031010105,CITY OF PARK RIDGE SPECIAL SERVICE AREA 14,North,0
2006,031010106,CITY OF PARK RIDGE SPECIAL SERVICE AREA 17,North,0
2006,031010107,CITY OF PARK RIDGE SPECIAL SERVICE AREA 18,North,0
2006,031010108,CITY OF PARK RIDGE SPECIAL SERVICE AREA 19,North,0
2006,031010109,CITY OF PARK RIDGE SPECIAL SERVICE AREA 20,North,0
2006,031010110,CITY OF PARK RIDGE SPECIAL SERVICE AREA 21,North,0
2006,031010111,CITY OF PARK RIDGE SPECIAL SERVICE AREA 22,North,0
2006,031010112,CITY OF PARK RIDGE SPECIAL SERVICE AREA 23,North,0
2006,031010113,CITY OF PARK RIDGE SPECIAL SERVICE AREA 24,North,0
2006,031010114,CITY OF PARK RIDGE SPECIAL SERVICE AREA 25,North,0
2006,031010115,CITY OF PARK RIDGE SPECIAL SERVICE AREA 26,North,0
2006,031010116,CITY OF PARK RIDGE SPECIAL SERVICE AREA 27,North,0
2006,031010117,CITY OF PARK RIDGE SPECIAL SERVICE AREA 28,North,0
2006,031010118,CITY OF PARK RIDGE SPECIAL SERVICE AREA 29,North,0
2006,031010119,CITY OF PARK RIDGE SPECIAL SERVICE AREA 30,North,0
2006,031010120,CITY OF PARK RIDGE SPECIAL SERVICE AREA 31,North,0
2006,031010121,CITY OF PARK RIDGE SPECIAL SERVICE AREA 32,North,0
2006,031010122,CITY OF PARK RIDGE SPECIAL SERVICE AREA 33,North,0
2006,031010123,CITY OF PARK RIDGE SPECIAL SERVICE AREA 34,North,0
2006,031010124,CITY OF PARK RIDGE SPECIAL SERVICE AREA 35,North,0
2006,031010125,CITY OF PARK RIDGE SPECIAL SERVICE AREA 36,North,0
2006,031010126,CITY OF PARK RIDGE SPECIAL SERVICE AREA 37,North,0
2006,031010127,CITY OF PARK RIDGE SPECIAL SERVICE AREA 38,North,0
2006,031010128,CITY OF PARK RIDGE SPECIAL SERVICE AREA 39,North,0
2006,031010129,CITY OF PARK RIDGE SPECIAL SERVICE AREA 40,North,0
2006,031010130,CITY OF PARK RIDGE SPECIAL SERVICE AREA 41,North,0
2006,031010131,CITY OF PARK RIDGE SPECIAL SERVICE AREA 42,North,0
2006,031010132,CITY OF PARK RIDGE SPECIAL SERVICE AREA 43,North,0
2006,031010133,CITY OF PARK RIDGE SPECIAL SERVICE AREA 44,North,0
2006,031010134,CITY OF PARK RIDGE SPECIAL SERVICE AREA 45,North,0
2006,031010135,CITY OF PARK RIDGE SPECIAL SERVICE AREA 46,North,0
2006,031010136,CITY OF PARK RIDGE SPECIAL SERVICE AREA 47,North,0
2006,031010137,CITY OF PARK RIDGE SPECIAL SERVICE AREA 48,North,0
2006,031010138,CITY OF PARK RIDGE SPECIAL SERVICE AREA 49,North,0
2006,031010139,CITY OF PARK RIDGE SPECIAL SERVICE AREA 50,North,0
2006,031010140,CITY OF PARK RIDGE SPECIAL SERVICE AREA 51,North,0
2006,031010141,CITY OF PARK RIDGE SPECIAL SERVICE AREA 52,North,0
2006,031010142,CITY OF PARK RIDGE SPECIAL SERVICE AREA 53,North,0
2006,031010143,CITY OF PARK RIDGE SPECIAL SERVICE AREA 54,North,0
2006,031010144,CITY OF PARK RIDGE SPECIAL SERVICE AREA 55,North,0
2006,031010145,CITY OF PARK RIDGE SPECIAL SERVICE AREA 56,North,0
2006,031010146,CITY OF PARK RIDGE SPECIAL SERVICE AREA 57,North,0
2006,031010147,CITY OF PARK RIDGE SPECIAL SERVICE AREA 58,North,0
2006,031010148,CITY OF PARK RIDGE SPECIAL SERVICE AREA 59,North,0
2006,031010149,CITY OF PARK RIDGE SPECIAL SERVICE AREA 60,North,0
2006,031010150,CITY OF PARK RIDGE SPECIAL SERVICE AREA 61,North,0
2006,031010151,CITY OF PARK RIDGE SPECIAL SERVICE AREA 62,North,0
2006,031010153,CITY OF PARK RIDGE SPECIAL SERVICE AREA 63,North,0
2006,031010154,CITY OF PARK RIDGE SPECIAL SERVICE AREA 64,North,0
2006,031010155,CITY OF PARK RIDGE SPECIAL SERVICE AREA 65,North,0
2006,031010156,CITY OF PARK RIDGE SPECIAL SERVICE AREA 66,North,0
2006,031010157,CITY OF PARK RIDGE SPECIAL SERVICE AREA 67,North,0
2006,031010158,CITY OF PARK RIDGE SPECIAL SERVICE AREA 71,North,0
2006,031010159,CITY OF PARK RIDGE SPECIAL SERVICE AREA 72,North,0
2006,031010160,CITY OF PARK RIDGE SPECIAL SERVICE AREA 68,North,0
2006,031010161,CITY OF PARK RIDGE SPECIAL SERVICE AREA 70,North,0
2006,031010162,CITY OF PARK RIDGE SPECIAL SERVICE AREA 69,North,0
2006,031010163,CITY OF PARK RIDGE SPECIAL SERVICE AREA 74,North,0
2006,031010164,CITY OF PARK RIDGE SPECIAL SERVICE AREA 75,North,0
2006,031010165,CITY OF PARK RIDGE SPECIAL SERVICE AREA 73,North,0
2006,031010166,CITY OF PARK RIDGE SPECIAL SERVICE AREA 76,North,0
2006,031010167,CITY OF PARK RIDGE SPECIAL SERVICE AREA 77,North,0
2006,031010168,CITY OF PARK RIDGE SPECIAL SERVICE AREA 78,North,0
2006,031010169,CITY OF PARK RIDGE SPECIAL SERVICE AREA 79,North,0
2006,031010170,CITY OF PARK RIDGE SPECIAL SERVICE AREA 80,North,0
2006,031010171,CITY OF PARK RIDGE SPECIAL SERVICE AREA 81,North,0
2006,031010172,CITY OF PARK RIDGE SPECIAL SERVICE AREA 82,North,0
2006,031010174,CITY OF PARK RIDGE SPECIAL SERVICE AREA 84,North,0
2006,031010175,CITY OF PARK RIDGE SPECIAL SERVICE AREA 85,North,0
2006,031020000,VILLAGE OF PHOENIX,South,0
2006,031030000,VILLAGE OF POSEN,South,0
2006,031040000,CITY OF PROSPECT HEIGHTS,North,0
2006,031040100,CITY OF PROSPECT HEIGHTS SPECIAL SERVICE AREA 1,North,0
2006,031040101,CITY OF PROSPECT HEIGHTS SPECIAL SERVICE AREA 2,North,0
2006,031040102,CITY OF PROSPECT HEIGHTS SPECIAL SERVICE AREA 3,North,0
2006,031040103,CITY OF PROSPECT HEIGHTS SPECIAL SERVICE AREA 4,North,0
2006,031040104,CITY OF PROSPECT HEIGHTS SPECIAL SERVICE AREA 5,North,0
2006,031050000,VILLAGE OF RICHTON PARK,South,0
2006,031050100,VILLAGE OF RICHTON PARK SPECIAL SERVICE AREA 1,South,0
2006,031060000,VILLAGE OF RIVER FOREST,South,0
2006,031060001,VILLAGE OF RIVER FOREST LIBRARY FUND,South,0
2006,031060104,VILLAGE OF RIVERFOREST SPECIAL SERVICE AREA 6,South,0
2006,031060105,VILLAGE OF RIVERFOREST SPECIAL SERVICE AREA 7,South,0
2006,031060106,VILLAGE OF RIVERFOREST SPECIAL SERVICE AREA 8,South,0
2006,031070000,VILLAGE OF RIVER GROVE,North,0
2006,031080000,VILLAGE OF RIVERDALE,South,0
2006,031080100,VILLAGE OF RIVERDALE SPECIAL SERVICE AREA 1,South,0
2006,031090000,VILLAGE OF RIVERSIDE,South,0
2006,031090001,VILLAGE OF RIVERSIDE LIBRARY FUND,South,0
2006,031100000,VILLAGE OF ROBBINS,South,0
2006,031110000,CITY OF ROLLING MEADOWS,North,0
2006,031110001,CITY OF ROLLING MEADOWS LIBRARY FUND,North,0
2006,031110100,CITY ROLLING MEADOWS SPECIAL SERVICE AREA 3,North,0
2006,031110101,CITY OF ROLLING MEADOWS SPECIAL SERVICE AREA 2,North,0
2006,031120000,VILLAGE OF ROSELLE,North,0
2006,031130000,VILLAGE OF ROSEMONT,North,0
2006,031130100,VILLAGE ROSEMONT SPECIAL SERVICE AREA 1,North,0
2006,031140000,VILLAGE OF SAUK VILLAGE,South,0
2006,031150000,VILLAGE OF SCHAUMBURG,North,0
2006,031150010,VILLAGE SCHAUMBURG SPECIAL SERVICE AREA 5 / 2003 DEFICIENCY LEVY,North,0
2006,031150011,VILLAGE SCHAUMBURG SPECIAL SERVICE AREA 11 / 2003 DEFICIENCY LEVY,North,0
2006,031150102,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 5,North,0
2006,031150103,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 6,North,0
2006,031150104,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 7,North,0
2006,031150105,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 8,North,0
2006,031150106,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 9,North,0
2006,031150107,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 10,North,0
2006,031150108,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 11,North,0
2006,031160000,VILLAGE OF SCHILLER PARK,North,0
2006,031160001,VILLAGE OF SCHILLER PARK LIBRARY FUND,North,0
2006,031160100,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 1,North,0
2006,031160101,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 7,North,0
2006,031160102,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 4,North,0
2006,031160103,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 5,North,0
2006,031160104,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 9,North,0
2006,031160105,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 6,North,0
2006,031160106,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 8,North,0
2006,031170000,VILLAGE OF SKOKIE,North,0
2006,031170001,VILLAGE OF SKOKIE LIBRARY FUND,North,0
2006,031170100,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 1,North,0
2006,031170101,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 2,North,0
2006,031170102,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 3,North,0
2006,031170103,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 4,North,0
2006,031170104,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 5,North,0
2006,031180000,VILLAGE OF SOUTH BARRINGTON,North,0
2006,031180100,VILLAGE OF SO BARRINGTON SPECIAL SERVICE AREA 1,North,0
2006,031190000,VILLAGE OF SOUTH CHICAGO HEIGHTS,South,0
2006,031200000,VILLAGE OF SOUTH HOLLAND,South,0
2006,031200001,VILLAGE OF SOUTH HOLLAND LIBRARY FUND,South,0
2006,031200100,VILLAGE OF SOUTH HOLLAND SPECIAL SERVICE AREA 1,South,0
2006,031200101,VILLAGE OF SOUTH HOLLAND SPECIAL SERVICE AREA 2,South,0
2006,031200102,VILLAGE OF SOUTH HOLLAND SPECIAL SERVICE AREA 3,South,0
2006,031210000,VILLAGE OF STEGER,South,0
2006,031220000,VILLAGE OF STICKNEY,South,0
2006,031230000,VILLAGE OF STONE PARK,South,0
2006,031240000,VILLAGE OF STREAMWOOD,North,0
2006,031240100,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 1,North,0
2006,031240101,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 2 / OAK RIDGE TLS,North,0
2006,031240102,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 3,North,0
2006,031240103,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 4 / LITTLE CREEK,North,0
2006,031240104,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 5,North,0
2006,031240105,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 6,North,0
2006,031240106,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 7,North,0
2006,031240107,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 8,North,0
2006,031240108,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 9,North,0
2006,031240109,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 10,North,0
2006,031240110,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 11,North,0
2006,031240111,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 12,North,0
2006,031240112,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 13,North,0
2006,031240113,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 14,North,0
2006,031240114,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 15,North,0
2006,031240115,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 16,North,0
2006,031240116,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 17,North,0
2006,031240117,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 18,North,0
2006,031240118,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 19,North,0
2006,031240119,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 20,North,0
2006,031240120,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 21,North,0
2006,031240121,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 22,North,0
2006,031250000,VILLAGE OF SUMMIT,South,0
2006,031250100,VILLAGE OF SUMMIT SPECIAL SERVICE AREA 1,South,0
2006,031250101,VILLAGE OF SUMMIT SPECIAL SERVICE AREA 2,South,0
2006,031250102,VILLAGE OF SUMMIT SPECIAL SERVICE AREA 3,South,0
2006,031250103,VILLAGE OF SUMMIT SPECIAL SERVICE AREA 4,South,0
2006,031260000,VILLAGE OF THORNTON,South,0
2006,031260001,VILLAGE OF THORNTON LIBRARY FUND,South,0
2006,031270000,VILLAGE OF TINLEY PARK,South,0
2006,031270001,VILLAGE OF TINLEY PARK LIBRARY FUND,South,0
2006,031270100,VILLAGE OF TINLEY PARK SPECIAL SERVICE AREA 3,South,0
2006,031280000,VILLAGE OF UNIVERSITY PARK,South,0
2006,031290000,VILLAGE OF WESTCHESTER,South,0
2006,031290001,VILLAGE OF WESTCHESTER LIBRARY FUND,South,0
2006,031290100,VILLAGE WESTCHESTER SPECIAL SERVICE AREA 1,South,0
2006,031290101,VILLAGE WESTCHESTER SPECIAL SERVICE AREA 2,South,0
2006,031300000,VILLAGE OF WESTERN SPRINGS,South,0
2006,031300001,VILLAGE OF WESTERN SPRINGS LIBRARY FUND,South,0
2006,031300100,VILLAGE OF WESTERN SPRINGS SPECIAL SERVICE AREA 1,South,0
2006,031300101,VILLAGE OF WESTERN SPRINGS SPECIAL SERVICE AREA 2,South,0
2006,031300102,VILLAGE OF WESTERN SPRINGS SPECIAL SERVICE AREA 3,South,0
2006,031300103,VILLAGE WESTERN SPRINGS SPECIAL SERVICE AREA 4,South,0
2006,031300104,VILLAGE WESTERN SPRINGS SPECIAL SERVICE AREA 5,South,0
2006,031310000,VILLAGE OF WHEELING,North,0
2006,031320000,VILLAGE OF WILLOW SPRINGS,South,0
2006,031330000,VILLAGE OF WILMETTE,North,0
2006,031330100,VILLAGE OF WILMETTE SPECIAL SERVICE AREA 1,North,0
2006,031330101,VILLAGE OF WILMETTE SPECIAL SERVICE AREA 2,North,0
2006,031340000,VILLAGE OF WINNETKA,North,0
2006,031340100,VILLAGE OF WINNETKA SPECIAL SERVICE AREA 1,North,0
2006,031340101,VILLAGE OF WINNETKA SPECIAL SERVICE AREA 2,North,0
2006,031350000,VILLAGE OF WORTH,South,0
2006,040030000,SCHOOL DISTRICT CC 15,North,0
2006,040040000,SCHOOL DISTRICT 21 WHEELING COMMUNITY CONSOLIDATED,North,0
2006,040050000,SCHOOL DISTRICT 23 PROSPECT HEIGHTS,North,0
2006,040070000,SCHOOL DISTRICT 25,North,0
2006,040080000,SCHOOL DISTRICT 26,North,0
2006,040090000,SCHOOL DISTRICT 27,North,0
2006,040100000,SCHOOL DISTRICT 28,North,0
2006,040110000,SCHOOL DISTRICT 29,North,0
2006,040120000,SCHOOL DISTRICT 30,North,0
2006,040130000,SCHOOL DISTRICT 31,North,0
2006,040140000,SCHOOL DISTRICT CC 34,North,0
2006,040150000,SCHOOL DISTRICT 35,North,0
2006,040160000,SCHOOL DISTRICT 36,North,0
2006,040170000,SCHOOL DISTRICT 37,North,0
2006,040180000,SCHOOL DISTRICT 38,North,0
2006,040190000,SCHOOL DISTRICT 39,North,0
2006,040210000,SCHOOL DISTRICT CC 54,North,0
2006,040220000,SCHOOL DISTRICT 57,North,0
2006,040230000,SCHOOL DISTRICT CC 59,North,0
2006,040240000,SCHOOL DISTRICT CC 62,North,0
2006,040250000,SCHOOL DISTRICT 63,North,0
2006,040260000,SCHOOL DISTRICT CC 64,North,0
2006,040270000,SCHOOL DISTRICT CC 65,North,0
2006,040280000,SCHOOL DISTRICT 67,North,0
2006,040290000,SCHOOL DISTRICT 68,North,0
2006,040300000,SCHOOL DISTRICT 69,North,0
2006,040310000,SCHOOL DISTRICT 70,North,0
2006,040320000,SCHOOL DISTRICT 71,North,0
2006,040330000,SCHOOL DISTRICT 72,North,0
2006,040340000,SCHOOL DISTRICT 73,North,0
2006,040350000,SCHOOL DISTRICT 73 1/2,North,0
2006,040360000,SCHOOL DISTRICT 74,North,0
2006,040370000,SCHOOL DISTRICT 78,North,0
2006,040380000,SCHOOL DISTRICT 79,North,0
2006,040390000,SCHOOL DISTRICT 80,North,0
2006,040400000,SCHOOL DISTRICT 81,North,0
2006,040410000,SCHOOL DISTRICT 83,North,0
2006,040420000,SCHOOL DISTRICT 84,North,0
2006,040430000,SCHOOL DISTRICT 84 1/2,North,0
2006,040450000,SCHOOL DISTRICT 85 1/2,North,0
2006,040460000,SCHOOL DISTRICT 86,North,0
2006,040470000,SCHOOL DISTRICT 87,North,0
2006,040480000,SCHOOL DISTRICT 88,South,0
2006,040490000,SCHOOL DISTRICT 89,South,0
2006,040500000,SCHOOL DISTRICT 90,South,0
2006,040510000,SCHOOL DISTRICT 91,South,0
2006,040520000,SCHOOL DISTRICT 92,South,0
2006,040530000,SCHOOL DISTRICT 92 1/2,South,0
2006,040540000,SCHOOL DISTRICT 93,South,0
2006,040550000,SCHOOL DISTRICT 94,South,0
2006,040560000,SCHOOL DISTRICT 95,South,0
2006,040570000,SCHOOL DISTRICT 96,South,0
2006,040580000,SCHOOL DISTRICT 97,South,0
2006,040590000,SCHOOL DISTRICT 98,South,0
2006,040600000,SCHOOL DISTRICT 99,South,0
2006,040610000,SCHOOL DISTRICT 100,South,0
2006,040620000,SCHOOL DISTRICT 101,South,0
2006,040620001,SD 101 BOND / PART ASSUMED BY SD 181 ANNEX,South,0
2006,040630000,SCHOOL DISTRICT 102,South,0
2006,040640000,SCHOOL DISTRICT 103,South,0
2006,040650000,SCHOOL DISTRICT 104,South,0
2006,040660000,SCHOOL DISTRICT 105,South,0
2006,040670000,SCHOOL DISTRICT 106,South,0
2006,040680000,SCHOOL DISTRICT 107,South,0
2006,040690000,SCHOOL DISTRICT CC 108,South,0
2006,040700000,SCHOOL DISTRICT 109,South,0
2006,040710000,SCHOOL DISTRICT 110,South,0
2006,040720000,SCHOOL DISTRICT 111,South,0
2006,040740000,COMBINED SCHOOL DISTRICT CC 113A,South,0
2006,040750000,SCHOOL DISTRICT 117,South,0
2006,040760000,SCHOOL DISTRICT CC 118,South,0
2006,040770000,SCHOOL DISTRICT 122,South,0
2006,040780000,SCHOOL DISTRICT 123,South,0
2006,040790000,SCHOOL DISTRICT 124,South,0
2006,040800000,SCHOOL DISTRICT 125,South,0
2006,040810000,SCHOOL DISTRICT 126,South,0
2006,040820000,SCHOOL DISTRICT 127,South,0
2006,040830000,SCHOOL DISTRICT 127 1/2,South,0
2006,040840000,SCHOOL DISTRICT 128,South,0
2006,040850000,SCHOOL DISTRICT 130,South,0
2006,040860000,SCHOOL DISTRICT 132,South,0
2006,040870000,SCHOOL DISTRICT 133,South,0
2006,040880000,SCHOOL DISTRICT 135,South,0
2006,040920000,SCHOOL DISTRICT 140,South,0
2006,040930000,SCHOOL DISTRICT 142,South,0
2006,040940000,SCHOOL DISTRICT 143,South,0
2006,040950000,SCHOOL DISTRICT 143 1/2,South,0
2006,040960000,SCHOOL DISTRICT 144,South,0
2006,040970000,SCHOOL DISTRICT 145,South,0
2006,040980000,SCHOOL DISTRICT CC 146,South,0
2006,040990000,SCHOOL DISTRICT 147,South,0
2006,041000000,SCHOOL DISTRICT 148,South,0
2006,041010000,SCHOOL DISTRICT 149,South,0
2006,041020000,SCHOOL DISTRICT 150,South,0
2006,041030000,SCHOOL DISTRICT 151,South,0
2006,041040000,SCHOOL DISTRICT 152,South,0
2006,041050000,SCHOOL DISTRICT 152 1/2,South,0
2006,041050001,SCHOOL DISTRICT 152 1/2 SCHOOL FINANCE AUTH,South,0
2006,041060000,SCHOOL DISTRICT 153,South,0
2006,041070000,SCHOOL DISTRICT 154,South,0
2006,041080000,SCHOOL DISTRICT 154 1/2,South,0
2006,041090000,SCHOOL DISTRICT 155,South,0
2006,041100000,SCHOOL DISTRICT 156,South,0
2006,041110000,SCHOOL DISTRICT 157,South,0
2006,041115000,SCHOOL DISTRICT 157-C,South,0
2006,041120000,SCHOOL DISTRICT 158,South,0
2006,041130000,SCHOOL DISTRICT 159,South,0
2006,041140000,SCHOOL DISTRICT 160,South,0
2006,041150000,SCHOOL DISTRICT 161,South,0
2006,041160000,SCHOOL DISTRICT 162,South,0
2006,041170000,SCHOOL DISTRICT 163,South,0
2006,041180000,SCHOOL DISTRICT 167,South,0
2006,041190000,SCHOOL DISTRICT CC 168,South,0
2006,041200000,SCHOOL DISTRICT 169,South,0
2006,041210000,SCHOOL DISTRICT 170,South,0
2006,041220000,SCHOOL DISTRICT 171,South,0
2006,041230000,SCHOOL DISTRICT 172,South,0
2006,041250000,SCHOOL DISTRICT CC 180,South,0
2006,041260000,SCHOOL DISTRICT CC 181,South,0
2006,041270000,SCHOOL DISTRICT 194,South,0
2006,042010000,HINSDALE TOWNSHIP HIGH SCHOOL 86,South,0
2006,042020000,CONSOLIDATED HIGH SCHOOL 200,South,0
2006,042030000,BERWYN CICERO STICKNEY HIGH SCHOOL 201,South,0
2006,042040000,EVANSTON TOWNSHIP HIGH SCHOOL 202,North,0
2006,042050000,NEW TRIER TOWNSHIP HIGH SCHOOL 203,North,0
2006,042060000,LYONS TOWNSHIP HIGH SCHOOL 204,South,0
2006,042070000,THORNTON TOWNSHIP HIGH SCHOOL 205,South,0
2006,042070001,HIGH SCHOOL 205 BOND / PART ASSUMED BY HIGH SCHOOL 215 PER ANNEX,South,0
2006,042080000,BLOOM TOWNSHIP HIGH SCHOOL 206,South,0
2006,042090000,MAINE TOWNSHIP HIGH SCHOOL 207,North,0
2006,042100000,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,South,0
2006,042110000,PROVISO TOWNSHIP HIGH SCHOOL 209,South,0
2006,042120000,LEMONT TOWNSHIP HIGH SCHOOL 210,South,0
2006,042125000,LINCOLNWAY HIGH SCHOOL 210,South,0
2006,042130000,PALATINE TOWNSHIP HIGH SCHOOL 211,North,0
2006,042140000,COMMUNITY HIGH SCHOOL 212,North,0
2006,042150000,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,North,0
2006,042160000,THORNTON TOWNSHIP FRACTIONAL HIGH SCHOOL 215,South,0
2006,042170000,COMMUNITY HIGH SCHOOL 217,South,0
2006,042180000,COMMUNITY HIGH SCHOOL 218,South,0
2006,042200000,COMMUNITY HIGH SCHOOL 219,North,0
2006,042210000,COMMUNITY HIGH SCHOOL 220,South,0
2006,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL 225,North,0
2006,042230000,RICH TOWNSHIP HIGH SCHOOL 227,South,0
2006,042240000,COMMUNITY HIGH SCHOOL 228,South,0
2006,042250000,COMMUNITY HIGH SCHOOL 229,South,0
