year,agency_num,agency_name,triad_name,reassess_year
2013,031060107,VILLAGE OF RIVER FOREST SPECIAL SERVICE AREA 9,South,0
2013,031070000,VILLAGE OF RIVER GROVE,North,1
2013,031080000,VILLAGE OF RIVERDALE,South,0
2013,031080100,VILLAGE OF RIVERDALE SPECIAL SERVICE AREA 1,South,0
2013,031090000,VILLAGE OF RIVERSIDE,South,0
2013,031090001,VILLAGE OF RIVERSIDE LIBRARY FUND,South,0
2013,031100000,VILLAGE OF ROBBINS,South,0
2013,031110000,CITY OF ROLLING MEADOWS,North,1
2013,031110001,CITY OF ROLLING MEADOWS LIBRARY FUND,North,1
2013,031110100,CITY ROLLING MEADOWS SPECIAL SERVICE AREA 3,North,1
2013,031110101,CITY OF ROLLING MEADOWS SPECIAL SERVICE AREA 2,North,1
2013,031110102,CITY OF ROLLING MEADOWS SPECIAL SERVICE AREA 4,North,1
2013,031110103,CITY OF ROLLING MEADOWS SPECIAL SERVICE AREA 1,North,1
2013,031110104,CITY OF ROLLING MEADOWS SPECIAL SERVICE AREA 5,North,1
2013,031120000,VILLAGE OF ROSELLE,North,1
2013,031130000,VILLAGE OF ROSEMONT,North,1
2013,031130100,VILLAGE ROSEMONT SPECIAL SERVICE AREA 1,North,1
2013,031130101,VILLAGE OF ROSEMONT SPECIAL SERVICE AREA 2,North,1
2013,031140000,VILLAGE OF SAUK VILLAGE,South,0
2013,031150000,VILLAGE OF SCHAUMBURG,North,1
2013,031150103,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 6,North,1
2013,031150104,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 7,North,1
2013,031150105,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 8,North,1
2013,031150106,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 9,North,1
2013,031150107,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 10,North,1
2013,031150108,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 11,North,1
2013,031150109,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 12,North,1
2013,031150110,VILLAGE OF SCHAUMBURG SPECIAL SERVICE AREA 13,North,1
2013,031160000,VILLAGE OF SCHILLER PARK,North,1
2013,031160001,VILLAGE OF SCHILLER PARK LIBRARY FUND,North,1
2013,031160100,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 1,North,1
2013,031160101,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 7,North,1
2013,031160102,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 4,North,1
2013,031160103,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 5,North,1
2013,031160104,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 9,North,1
2013,031160105,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 6,North,1
2013,031160106,VILLAGE OF SCHILLER PARK SPECIAL SERVICE AREA 8,North,1
2013,031170000,VILLAGE OF SKOKIE,North,1
2013,031170001,VILLAGE OF SKOKIE LIBRARY FUND,North,1
2013,031170100,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 1,North,1
2013,031170101,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 2,North,1
2013,031170102,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 3,North,1
2013,031170103,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 4,North,1
2013,031170104,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 5,North,1
2013,031170105,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 6,North,1
2013,031170106,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 7,North,1
2013,031170107,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 8,North,1
2013,031170108,VILLAGE OF SKOKIE SPECIAL SERVICE AREA 9,North,1
2013,031180000,VILLAGE OF SOUTH BARRINGTON,North,1
2013,031180100,VILLAGE OF SO BARRINGTON SPECIAL SERVICE AREA 1,North,1
2013,031180102,VILLAGE OF SOUTH BARRINGTON SPECIAL SERVICE AREA 3,North,1
2013,031180103,VILLAGE OF SOUTH BARRINGTON SPECIAL SERVICE AREA 4,North,1
2013,031180104,VILLAGE OF SOUTH BARRINGTON SPECIAL SERVICE AREA 5,North,1
2013,031180105,VILLAGE OF SOUTH BARRINGTON SPECIAL SERVICE AREA 6,North,1
2013,031180106,VILLAGE OF SOUTH BARRINGTON SPECIAL SERVICE AREA 7,North,1
2013,031180107,VILLAGE OF SOUTH BARRINGTON SPECIAL SERVICE AREA 4A,North,1
2013,031190000,VILLAGE OF SOUTH CHICAGO HEIGHTS,South,0
2013,031200000,VILLAGE OF SOUTH HOLLAND,South,0
2013,031200001,VILLAGE OF SOUTH HOLLAND LIBRARY FUND,South,0
2013,031200100,VILLAGE OF SOUTH HOLLAND SPECIAL SERVICE AREA 1,South,0
2013,031200101,VILLAGE OF SOUTH HOLLAND SPECIAL SERVICE AREA 2,South,0
2013,031200102,VILLAGE OF SOUTH HOLLAND SPECIAL SERVICE AREA 3,South,0
2013,031210000,VILLAGE OF STEGER,South,0
2013,031220000,VILLAGE OF STICKNEY,South,0
2013,031230000,VILLAGE OF STONE PARK,South,0
2013,031240000,VILLAGE OF STREAMWOOD,North,1
2013,031240100,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 1,North,1
2013,031240101,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 2 / OAK RIDGE TLS,North,1
2013,031240102,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 3,North,1
2013,031240103,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 4 / LITTLE CREEK,North,1
2013,031240104,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 5,North,1
2013,031240105,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 6,North,1
2013,031240106,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 7,North,1
2013,031240107,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 8,North,1
2013,031240108,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 9,North,1
2013,031240109,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 10,North,1
2013,031240110,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 11,North,1
2013,031240111,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 12,North,1
2013,031240112,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 13,North,1
2013,031240113,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 14,North,1
2013,031240114,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 15,North,1
2013,031240115,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 16,North,1
2013,031240116,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 17,North,1
2013,031240117,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 18,North,1
2013,031240118,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 19,North,1
2013,031240119,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 20,North,1
2013,031240120,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 21,North,1
2013,031240121,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 22,North,1
2013,031240122,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 23,North,1
2013,031240123,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 24,North,1
2013,031240124,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 25,North,1
2013,031240125,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 26,North,1
2013,031240126,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 27,North,1
2013,031240127,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 28,North,1
2013,031240128,VILLAGE OF STREAMWOOD SPECIAL SERVICE AREA 29,North,1
2013,031250000,VILLAGE OF SUMMIT,South,0
2013,031250104,VILLAGE OF SUMMIT SPECIAL SERVICE AREA 5,South,0
2013,031260000,VILLAGE OF THORNTON,South,0
2013,031260001,VILLAGE OF THORNTON LIBRARY FUND,South,0
2013,031270000,VILLAGE OF TINLEY PARK,South,0
2013,031270001,VILLAGE OF TINLEY PARK LIBRARY FUND,South,0
2013,031270100,VILLAGE OF TINLEY PARK SPECIAL SERVICE AREA 3,South,0
2013,031280000,VILLAGE OF UNIVERSITY PARK,South,0
2013,031290000,VILLAGE OF WESTCHESTER,South,0
2013,031290001,VILLAGE OF WESTCHESTER LIBRARY FUND,South,0
2013,031290100,VILLAGE WESTCHESTER SPECIAL SERVICE AREA 1,South,0
2013,031290101,VILLAGE WESTCHESTER SPECIAL SERVICE AREA 2,South,0
2013,031300000,VILLAGE OF WESTERN SPRINGS,South,0
2013,031300001,VILLAGE OF WESTERN SPRINGS LIBRARY FUND,South,0
2013,031310000,VILLAGE OF WHEELING,North,1
2013,031320000,VILLAGE OF WILLOW SPRINGS,South,0
2013,031330000,VILLAGE OF WILMETTE,North,1
2013,031340000,VILLAGE OF WINNETKA,North,1
2013,031340100,VILLAGE OF WINNETKA SPECIAL SERVICE AREA 1,North,1
2013,031340101,VILLAGE OF WINNETKA SPECIAL SERVICE AREA 2,North,1
2013,031340102,VILLAGE OF WINNETKA SPECIAL SERVICE AREA 3,North,1
2013,031340103,VILLAGE OF WINNETKA SPECIAL SERVICE AREA 4,North,1
2013,031340104,VILLAGE OF WINNETKA SPECIAL SERVICE AREA 5,North,1
2013,031350000,VILLAGE OF WORTH,South,0
2013,040030000,SCHOOL DISTRICT CC 15,North,1
2013,040040000,SCHOOL DISTRICT 21 WHEELING COMMUNITY CONSOLIDATED,North,1
2013,040050000,SCHOOL DISTRICT 23 PROSPECT HEIGHTS,North,1
2013,040070000,SCHOOL DISTRICT 25,North,1
2013,040080000,SCHOOL DISTRICT 26,North,1
2013,040090000,SCHOOL DISTRICT 27,North,1
2013,040100000,SCHOOL DISTRICT 28,North,1
2013,040110000,SCHOOL DISTRICT 29,North,1
2013,040120000,SCHOOL DISTRICT 30,North,1
2013,040130000,SCHOOL DISTRICT 31,North,1
2013,040140000,SCHOOL DISTRICT CC 34,North,1
2013,040150000,SCHOOL DISTRICT 35,North,1
2013,040150001,SD 35 BOND / PART ASSUMED SD 36 PER ANNEX,North,1
2013,040160000,SCHOOL DISTRICT 36,North,1
2013,040170000,SCHOOL DISTRICT 37,North,1
2013,040180000,SCHOOL DISTRICT 38,North,1
2013,040190000,SCHOOL DISTRICT 39,North,1
2013,040210000,SCHOOL DISTRICT CC 54,North,1
2013,040220000,SCHOOL DISTRICT 57,North,1
2013,040230000,SCHOOL DISTRICT CC 59,North,1
2013,040240000,SCHOOL DISTRICT CC 62,North,1
2013,040250000,SCHOOL DISTRICT 63,North,1
2013,040260000,SCHOOL DISTRICT CC 64,North,1
2013,040270000,SCHOOL DISTRICT CC 65,North,1
2013,040280000,SCHOOL DISTRICT 67,North,1
2013,040290000,SCHOOL DISTRICT 68,North,1
2013,040300000,SCHOOL DISTRICT 69,North,1
2013,040310000,SCHOOL DISTRICT 70,North,1
2013,040320000,SCHOOL DISTRICT 71,North,1
2013,040330000,SCHOOL DISTRICT 72,North,1
2013,040340000,SCHOOL DISTRICT 73,North,1
2013,040350000,SCHOOL DISTRICT 73 1/2,North,1
2013,040360000,SCHOOL DISTRICT 74,North,1
2013,040370000,SCHOOL DISTRICT 78,North,1
2013,040380000,SCHOOL DISTRICT 79,North,1
2013,040390000,SCHOOL DISTRICT 80,North,1
2013,040400000,SCHOOL DISTRICT 81,North,1
2013,040410000,SCHOOL DISTRICT 83,North,1
2013,040420000,SCHOOL DISTRICT 84,North,1
2013,040430000,SCHOOL DISTRICT 84 1/2,North,1
2013,040450000,SCHOOL DISTRICT 85 1/2,North,1
2013,040460000,SCHOOL DISTRICT 86,North,1
2013,040470000,SCHOOL DISTRICT 87,North,1
2013,040480000,SCHOOL DISTRICT 88,South,0
2013,040490000,SCHOOL DISTRICT 89,South,0
2013,040500000,SCHOOL DISTRICT 90,South,0
2013,040510000,SCHOOL DISTRICT 91,South,0
2013,040520000,SCHOOL DISTRICT 92,South,0
2013,040530000,SCHOOL DISTRICT 92 1/2,South,0
2013,040540000,SCHOOL DISTRICT 93,South,0
2013,040550000,SCHOOL DISTRICT 94,South,0
2013,040560000,SCHOOL DISTRICT 95,South,0
2013,040570000,SCHOOL DISTRICT 96,South,0
2013,040580000,SCHOOL DISTRICT 97,South,0
2013,040590000,SCHOOL DISTRICT 98,South,0
2013,040600000,SCHOOL DISTRICT 99,South,0
2013,040610000,SCHOOL DISTRICT 100,South,0
2013,040620000,SCHOOL DISTRICT 101,South,0
2013,040620001,SD 101 BOND / PART ASSUMED BY SD 181 ANNEX,South,0
2013,040630000,SCHOOL DISTRICT 102,South,0
2013,040640000,SCHOOL DISTRICT 103,South,0
2013,040650000,SCHOOL DISTRICT 104,South,0
2013,040660000,SCHOOL DISTRICT 105,South,0
2013,040670000,SCHOOL DISTRICT 106,South,0
2013,040680000,SCHOOL DISTRICT 107,South,0
2013,040690000,SCHOOL DISTRICT CC 108,South,0
2013,040700000,SCHOOL DISTRICT 109,South,0
2013,040710000,SCHOOL DISTRICT 110,South,0
2013,040720000,SCHOOL DISTRICT 111,South,0
2013,040740000,COMBINED SCHOOL DISTRICT CC 113A,South,0
2013,040750000,SCHOOL DISTRICT 117,South,0
2013,040760000,SCHOOL DISTRICT CC 118,South,0
2013,040770000,SCHOOL DISTRICT 122,South,0
2013,040780000,SCHOOL DISTRICT 123,South,0
2013,040790000,SCHOOL DISTRICT 124,South,0
2013,040800000,SCHOOL DISTRICT 125,South,0
2013,040810000,SCHOOL DISTRICT 126,South,0
2013,040820000,SCHOOL DISTRICT 127,South,0
2013,040830000,SCHOOL DISTRICT 127 1/2,South,0
2013,040830001,SD 122 BOND / PART ANNEXED BY SD 127 1/2 2010,South,0
2013,040840000,SCHOOL DISTRICT 128,South,0
2013,040850000,SCHOOL DISTRICT 130,South,0
2013,040860000,SCHOOL DISTRICT 132,South,0
2013,040870000,SCHOOL DISTRICT 133,South,0
2013,040880000,SCHOOL DISTRICT 135,South,0
2013,040920000,SCHOOL DISTRICT 140,South,0
2013,040930000,SCHOOL DISTRICT 142,South,0
2013,040940000,SCHOOL DISTRICT 143,South,0
2013,040950000,SCHOOL DISTRICT 143 1/2,South,0
2013,040960000,SCHOOL DISTRICT 144,South,0
2013,040970000,SCHOOL DISTRICT 145,South,0
2013,040980000,SCHOOL DISTRICT CC 146,South,0
2013,040990000,SCHOOL DISTRICT 147,South,0
2013,041000000,SCHOOL DISTRICT 148,South,0
2013,041010000,SCHOOL DISTRICT 149,South,0
2013,041020000,SCHOOL DISTRICT 150,South,0
2013,041030000,SCHOOL DISTRICT 151,South,0
2013,041040000,SCHOOL DISTRICT 152,South,0
2013,041050000,SCHOOL DISTRICT 152 1/2,South,0
2013,041060000,SCHOOL DISTRICT 153,South,0
2013,041070000,SCHOOL DISTRICT 154,South,0
2013,041080000,SCHOOL DISTRICT 154 1/2,South,0
2013,041090000,SCHOOL DISTRICT 155,South,0
2013,041100000,SCHOOL DISTRICT 156,South,0
2013,041110000,SCHOOL DISTRICT 157,South,0
2013,041115000,SCHOOL DISTRICT 157-C,South,0
2013,041120000,SCHOOL DISTRICT 158,South,0
2013,041130000,SCHOOL DISTRICT 159,South,0
2013,041140000,SCHOOL DISTRICT 160,South,0
2013,041150000,SCHOOL DISTRICT 161,South,0
2013,041160000,SCHOOL DISTRICT 162,South,0
2013,041170000,SCHOOL DISTRICT 163,South,0
2013,041180000,SCHOOL DISTRICT 167,South,0
2013,041190000,SCHOOL DISTRICT CC 168,South,0
2013,041200000,SCHOOL DISTRICT 169,South,0
2013,041210000,SCHOOL DISTRICT 170,South,0
2013,041220000,SCHOOL DISTRICT 171,South,0
2013,041230000,SCHOOL DISTRICT 172,South,0
2013,041250000,SCHOOL DISTRICT CC 180,South,0
2013,041260000,SCHOOL DISTRICT CC 181,South,0
2013,041270000,SCHOOL DISTRICT 194,South,0
2013,042010000,HINSDALE TOWNSHIP HIGH SCHOOL 86,South,0
2013,042020000,CONSOLIDATED HIGH SCHOOL 200,South,0
2013,042030000,BERWYN CICERO STICKNEY HIGH SCHOOL 201,South,0
2013,042040000,EVANSTON TOWNSHIP HIGH SCHOOL 202,North,1
2013,042050000,NEW TRIER TOWNSHIP HIGH SCHOOL 203,North,1
2013,042060000,LYONS TOWNSHIP HIGH SCHOOL 204,South,0
2013,042070000,THORNTON TOWNSHIP HIGH SCHOOL 205,South,0
2013,042080000,BLOOM TOWNSHIP HIGH SCHOOL 206,South,0
2013,042090000,MAINE TOWNSHIP HIGH SCHOOL 207,North,1
2013,042100000,RIVERSIDE BROOKFIELD HIGH SCHOOL 208,South,0
2013,042110000,PROVISO TOWNSHIP HIGH SCHOOL 209,South,0
2013,042120000,LEMONT TOWNSHIP HIGH SCHOOL 210,South,0
2013,042125000,LINCOLNWAY HIGH SCHOOL 210,South,0
2013,042130000,PALATINE TOWNSHIP HIGH SCHOOL 211,North,1
2013,042140000,COMMUNITY HIGH SCHOOL 212,North,1
2013,042150000,ARLINGTON HEIGHTS TOWNSHIP HIGH SCHOOL 214,North,1
2013,042160000,THORNTON TOWNSHIP FRACTIONAL HIGH SCHOOL 215,South,0
2013,042170000,COMMUNITY HIGH SCHOOL 217,South,0
2013,042180000,COMMUNITY HIGH SCHOOL 218,South,0
2013,042200000,COMMUNITY HIGH SCHOOL 219,North,1
2013,042210000,COMMUNITY HIGH SCHOOL 220,South,0
2013,042220000,NORTHFIELD TOWNSHIP HIGH SCHOOL 225,North,1
2013,042230000,RICH TOWNSHIP HIGH SCHOOL 227,South,0
2013,042240000,COMMUNITY HIGH SCHOOL 228,South,0
2013,042250000,COMMUNITY HIGH SCHOOL 229,South,0
2013,042260000,CONSOLIDATED HIGH SCHOOL 230,South,0
2013,042270000,COMMUNITY HIGH SCHOOL 231,South,0
2013,042290000,HOMEWOOD FLOSSMOOR COMMUNITY HIGH SCHOOL 233,South,0
2013,042300000,COMMUNITY HIGH SCHOOL 234,North,1
2013,043010000,DUPAGE COMMUNITY COLLEGE DISTRICT 502,South,0
2013,043020000,TRITON COMMUNITY COLLEGE DISTRICT 504,City,0
2013,043030000,CHICAGO COMMUNITY COLLEGE DISTRICT 508,City,0
2013,043040000,ELGIN COMMUNITY COLLEGE DISTRICT 509,North,1
2013,043050000,SOUTH SUBURBAN COLLEGE DISTRICT 510,South,0
2013,043060000,HARPER COMMUNITY COLLEGE DISTRICT 512,City,0
2013,043070000,PRAIRIE STATE COMMUNITY COLLEGE DISTRICT 515,South,0
2013,043080000,MORAINE VALLEY COMMUNITY COLLEGE DISTRICT 524,City,0
2013,043090000,JOLIET COMMUNITY COLLEGE DISTRICT 525,South,0
2013,043100000,MORTON COMMUNITY COLLEGE DISTRICT 527,South,0
2013,043110000,OAKTON COMMUNITY COLLEGE DISTRICT 535,City,0
2013,044010000,SCHOOL DISTRICT 46,North,1
2013,044020000,COMMUNITY UNIT SCHOOL DISTRICT 205,South,0
2013,044030000,COMMUNITY UNIT SCHOOL DISTRICT 220,North,1
2013,044030010,LAKE CO TAX OBJ CT ORD-220,North,1
2013,044060000,BOARD OF EDUCATION,City,0
2013,044070000,SCHOOL DISTRICT UNIT 300,North,1
2013,044080000,SCHOOL DISTRICT UNIT 401,North,1
2013,050010000,ALSIP PARK DISTRICT,South,0
2013,050020000,ARLINGTON HEIGHTS PARK DISTRICT,North,1
2013,050030000,BARRINGTON HILLS PARK DISTRICT,North,1
2013,050040000,BARRINGTON PARK DISTRICT,North,1
2013,050050000,BARTLETT PARK DISTRICT,North,1
2013,050060000,BEDFORD PARK PARK DISTRICT,South,0
2013,050070000,BENSENVILLE PARK DISTRICT,North,1
2013,050080000,BERKELEY PARK DISTRICT,South,0
2013,050090000,BERWYN PARK DISTRICT,South,0
2013,050100000,BLUE ISLAND PARK DISTRICT,South,0
2013,050110000,BRIDGEVIEW PARK DISTRICT,South,0
2013,050120000,BROADVIEW PARK DISTRICT,South,0
2013,050130000,BUFFALO GROVE PARK DISTRICT,North,1
2013,050140000,BURBANK PARK DISTRICT,South,0
2013,050150000,BURR RIDGE PARK DISTRICT,South,0
2013,050160000,CALUMET MEMORIAL PARK DISTRICT,South,0
2013,050180000,CENTRAL STICKNEY PARK DISTRICT,South,0
2013,050190000,CHICAGO HEIGHTS PARK DISTRICT,South,0
2013,050200000,CHICAGO PARK DISTRICT,City,0
2013,050200001,CHICAGO PARK DISTRICT AQUARIUM & MUSEUM BONDS,City,0
2013,050210000,CHICAGO RIDGE PARK DISTRICT,South,0
2013,050220000,CLYDE PARK DISTRICT,South,0
2013,050230000,COMMUNITY PARK DISTRICT OF LAGRANGE PARK,South,0
2013,050240000,COUNTRY CLUB HILLS PARK DISTRICT,South,0
2013,050270000,DEERFIELD PARK DISTRICT,North,1
2013,050280000,DES PLAINES PARK DISTRICT,North,1
2013,050300000,DOLTON PARK DISTRICT,South,0
2013,050310000,DUNDEE TOWNSHIP PARK DISTRICT,North,1
2013,050320000,ELK GROVE PARK DISTRICT,North,1
2013,050330000,ELMHURST PARK DISTRICT,South,0
2013,050345000,FORD HEIGHTS PARK DISTRICT,South,0
2013,050350000,FOREST PARK PARK DISTRICT,South,0
2013,050360000,FOREST VIEW PARK DISTRICT,South,0
2013,050370000,FRANKFORT PARK DISTRICT,South,0
2013,050380000,FRANKFORT SQUARE PARK DISTRICT,South,0
2013,050390000,GLENCOE PARK DISTRICT,North,1
2013,050400000,GLENVIEW PARK DISTRICT,North,1
2013,050410000,GOLF MAINE PARK DISTRICT,North,1
2013,050420000,HANOVER PARK PARK DISTRICT,North,1
2013,050430000,HARVEY PARK DISTRICT,South,0
2013,050440000,HAWTHORNE PARK DISTRICT,South,0
2013,050450000,HAZELCREST PARK DISTRICT,South,0
2013,050460000,HICKORY HILLS PARK DISTRICT,South,0
2013,050470000,HODGKINS PARK DISTRICT,South,0
2013,050480000,HOFFMAN ESTATES PARK DISTRICT,North,1
2013,050490000,HOMEWOOD FLOSSMOOR PARK DISTRICT,South,0
2013,050500000,INVERNESS PARK DISTRICT,North,1
2013,050520000,JUSTICE PARK DISTRICT,South,0
2013,050530000,KENILWORTH PARK DISTRICT,North,1
2013,050540000,LA GRANGE PARK DISTRICT,South,0
2013,050550000,LAN OAK PARK DISTRICT,South,0
2013,050560000,LEMONT PARK DISTRICT,South,0
2013,050570000,LIGHTHOUSE PARK DISTRICT OF EVANSTON,North,1
2013,050580000,MARKHAM PARK DISTRICT,South,0
2013,050600000,MAYWOOD PARK DISTRICT,South,0
2013,050610000,MC COOK PARK DISTRICT,South,0
2013,050630000,MEMORIAL PARK DISTRICT,South,0
2013,050640000,MIDLOTHIAN PARK DISTRICT,South,0
2013,050650000,MOKENA COMMUNITY PARK DISTRICT,South,0
2013,050650003,MOKENA COMMUNITY PARK DISTRICT BOND 2005,South,0
2013,050660000,MORTON GROVE PARK DISTRICT,North,1
2013,050670000,MT PROSPECT PARK DISTRICT,North,1
2013,050680000,NILES PARK DISTRICT,North,1
2013,050690000,NORRIDGE PARK DISTRICT,North,1
2013,050700000,NORTH BERWYN PARK DISTRICT,South,0
2013,050710000,NORTHBROOK PARK DISTRICT,North,1
2013,050720000,NORTHFIELD PARK DISTRICT,North,1
2013,050730000,OAK BROOK PARK DISTRICT,South,0
2013,050740000,OAK FOREST PARK DISTRICT,South,0
2013,050750000,OAK LAWN PARK DISTRICT,South,0
2013,050760000,OAK PARK PARK DISTRICT,South,0
2013,050770000,OLYMPIA FIELDS PARK DISTRICT,South,0
2013,050780000,PALATINE PARK DISTRICT,North,1
2013,050800000,PARK DISTRICT OF FRANKLIN PARK,North,1
2013,050810000,PARK RIDGE PARK DISTRICT,North,1
2013,050820000,PHOENIX PARK DISTRICT,South,0
2013,050830000,PLEASANTDALE PARK DISTRICT,South,0
2013,050850000,POSEN PARK DISTRICT,South,0
2013,050860000,PROSPECT HEIGHTS PARK DISTRICT,North,1
2013,050880000,RIDGEVILLE PARK DISTRICT,North,1
2013,050890000,RIVER FOREST PARK DISTRICT,South,0
2013,050900000,RIVER TRAILS PARK DISTRICT,North,1
2013,050910000,RIVERDALE PARK DISTRICT,South,0
2013,050920000,ROBBINS PARK DISTRICT,South,0
2013,050930000,ROLLING MEADOWS PARK DISTRICT,North,1
2013,050940000,ROSEMONT PARK DISTRICT,North,1
2013,050950000,SALT CREEK RURAL PARK DISTRICT,North,1
2013,050960000,SCHAUMBURG PARK DISTRICT,North,1
2013,050970000,SKOKIE PARK DISTRICT,North,1
2013,050980000,SOUTH BARRINGTON PARK DISTRICT,North,1
2013,051000000,STREAMWOOD PARK DISTRICT,North,1
2013,051010000,SUMMIT PARK DISTRICT,South,0
2013,051020000,TINLEY PARK PARK DISTRICT,South,0
2013,051030000,VETERANS PARK DISTRICT,North,1
2013,051050000,WESTCHESTER PARK DISTRICT,South,0
2013,051070000,WESTERN SPRINGS PARK DISTRICT,South,0
2013,051080000,WHEELING PARK DISTRICT,North,1
2013,051090000,WILMETTE PARK DISTRICT,North,1
2013,051100000,WINNETKA PARK DISTRICT,North,1
2013,051200000,WORTH PARK DISTRICT,South,0
2013,060010000,ACORN PUBLIC LIBRARY DISTRICT,South,0
2013,060020000,ALSIP MERRIONETTE PARK PUBLIC LIBRARY DISTRICT,South,0
2013,060030000,BARRINGTON PUBLIC LIBRARY DISTRICT,North,1
2013,060040000,BARTLETT PUBLIC LIBRARY DISTRICT,North,1
2013,060050000,BEDFORD PARK PUBLIC LIBRARY DISTRICT,South,0
2013,060060000,BENSENVILLE COMMUNITY PUBLIC LIBRARY,North,1
2013,060080000,BROADVIEW PUBLIC LIBRARY DISTRICT,South,0
2013,060090000,CRESTWOOD PUBLIC LIBRARY DISTRICT,South,0
2013,060100000,DIXMOOR PUBLIC LIBRARY DISTRICT,South,0
2013,060110000,DOLTON PUBLIC LIBRARY DISTRICT,South,0
2013,060120000,EAST HAZELCREST PUBLIC LIBRARY DISTRICT,South,0
2013,060130000,EISENHOWER PUBLIC LIBRARY DISTRICT,North,1
2013,060140000,FORD HEIGHTS PUBLIC LIBRARY DISTRICT,South,0
2013,060150000,FRANKFORT PUBLIC LIBRARY DISTRICT,South,0
2013,060160000,FRANKLIN PARK PUBLIC LIBRARY DISTRICT,North,1
2013,060170000,GAIL BORDEN PUBLIC LIBRARY DISTRICT,North,1
2013,060180000,GLENWOOD LYNWOOD PUBLIC LIBRARY DISTRICT,South,0
2013,060190000,GRANDE PRAIRIE PUBLIC LIBRARY DISTRICT,South,0
2013,060200000,GREEN HILLS PUBLIC LIBRARY DISTRICT,South,0
2013,060210000,HARVEY PUBLIC LIBRARY DISTRICT,South,0
2013,060220000,HODGKINS PUBLIC LIBRARY DISTRICT,South,0
2013,060230000,HOMEWOOD PUBLIC LIBRARY DISTRICT,South,0
2013,060237000,INDIAN PRAIRIE LIBRARY DISTRICT,South,0
2013,060240000,INDIAN TRAILS PUBLIC LIBRARY DISTRICT,North,1
2013,060250000,JUSTICE PUBLIC LIBRARY DISTRICT,South,0
2013,060260000,KENILWORTH PUBLIC LIBRARY DISTRICT,North,1
2013,060270000,LA GRANGE PARK PUBLIC LIBRARY DISTRICT,South,0
2013,060280000,LEMONT PUBLIC LIBRARY DISTRICT,South,0
2013,060290000,LINCOLNWOOD PUBLIC LIBRARY DISTRICT,North,1
2013,060300000,MAYWOOD PUBLIC LIBRARY DISTRICT,South,0
2013,060310000,MC COOK PUBLIC LIBRARY DISTRICT,South,0
2013,060320000,NANCY L MCCONATHY PUBLIC LIBRARY DISTRICT,South,0
2013,060330000,NILES PUBLIC LIBRARY DISTRICT,North,1
2013,060340000,NORTH RIVERSIDE PUBLIC LIBRARY DISTRICT,South,0
